Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (synonym)	EC number
A0A8A4RVI1	unreviewed	A0A8A4RVI1_ECOLI	YqaJ viral recombinase domain-containing protein	ICJKHHIM_00079	Escherichia coli str. K-12 substr. MG1655	336	ICJKHHIM_00079				
A0A8A4RVJ2	unreviewed	A0A8A4RVJ2_ECOLI	Uncharacterized protein	ICJKHHIM_00155	Escherichia coli str. K-12 substr. MG1655	119	ICJKHHIM_00155				
A0A8A4RVJ3	unreviewed	A0A8A4RVJ3_ECOLI	Uncharacterized protein	ICJKHHIM_00089	Escherichia coli str. K-12 substr. MG1655	91	ICJKHHIM_00089				
A0A8A4RVK1	unreviewed	A0A8A4RVK1_ECOLI	Toxin HigB2	higB2 ICJKHHIM_00165	Escherichia coli str. K-12 substr. MG1655	116	ICJKHHIM_00165		higB2		
A0A8A4RVK3	unreviewed	A0A8A4RVK3_ECOLI	Uncharacterized protein	ICJKHHIM_00099	Escherichia coli str. K-12 substr. MG1655	67	ICJKHHIM_00099				
A0A8A4RVL2	unreviewed	A0A8A4RVL2_ECOLI	Tetracycline resistance protein, class C	tetA_2 ICJKHHIM_00175	Escherichia coli str. K-12 substr. MG1655	321	ICJKHHIM_00175		tetA_2		
A0A8A4RVL4	unreviewed	A0A8A4RVL4_ECOLI	Permease	ICJKHHIM_00109	Escherichia coli str. K-12 substr. MG1655	79	ICJKHHIM_00109				
A0A8A4RVM6	unreviewed	A0A8A4RVM6_ECOLI	Uncharacterized protein	ICJKHHIM_00119	Escherichia coli str. K-12 substr. MG1655	93	ICJKHHIM_00119				
A0A8A4RVN5	unreviewed	A0A8A4RVN5_ECOLI	Conjugal transfer protein TraF	ICJKHHIM_00129	Escherichia coli str. K-12 substr. MG1655	346	ICJKHHIM_00129				
A0A8A4RVP4	unreviewed	A0A8A4RVP4_ECOLI	Plasmid stability protein StbA	ICJKHHIM_00139	Escherichia coli str. K-12 substr. MG1655	327	ICJKHHIM_00139				
A0A8A4RVQ5	unreviewed	A0A8A4RVQ5_ECOLI	Uncharacterized protein	ICJKHHIM_00149	Escherichia coli str. K-12 substr. MG1655	157	ICJKHHIM_00149				
A0A8A4RVR5	unreviewed	A0A8A4RVR5_ECOLI	Uncharacterized protein	ICJKHHIM_00159	Escherichia coli str. K-12 substr. MG1655	285	ICJKHHIM_00159				
A0A8A4RVS5	unreviewed	A0A8A4RVS5_ECOLI	Uncharacterized protein	ICJKHHIM_00169	Escherichia coli str. K-12 substr. MG1655	156	ICJKHHIM_00169				
A0A8A4RWU5	unreviewed	A0A8A4RWU5_ECOLI	BRCT domain-containing protein	ICJKHHIM_00008	Escherichia coli str. K-12 substr. MG1655	204	ICJKHHIM_00008				
A0A8A4RWU6	unreviewed	A0A8A4RWU6_ECOLI	Uncharacterized protein	ICJKHHIM_00011	Escherichia coli str. K-12 substr. MG1655	56	ICJKHHIM_00011				
A0A8A4RWV6	unreviewed	A0A8A4RWV6_ECOLI	Resolvase/invertase-type recombinase catalytic domain-containing protein	ICJKHHIM_00021	Escherichia coli str. K-12 substr. MG1655	245	ICJKHHIM_00021				
A0A8A4RWV7	unreviewed	A0A8A4RWV7_ECOLI	HTH cro/C1-type domain-containing protein	ICJKHHIM_00018	Escherichia coli str. K-12 substr. MG1655	104	ICJKHHIM_00018				
A0A8A4RWW5	unreviewed	A0A8A4RWW5_ECOLI	Thymidylate kinase	ICJKHHIM_00031	Escherichia coli str. K-12 substr. MG1655	224	ICJKHHIM_00031				
A0A8A4RWW8	unreviewed	A0A8A4RWW8_ECOLI	Uncharacterized protein	ICJKHHIM_00028	Escherichia coli str. K-12 substr. MG1655	47	ICJKHHIM_00028				
A0A8A4RWX6	unreviewed	A0A8A4RWX6_ECOLI	RNA-binding protein	ICJKHHIM_00041	Escherichia coli str. K-12 substr. MG1655	92	ICJKHHIM_00041				
A0A8A4RWY1	unreviewed	A0A8A4RWY1_ECOLI	DUF551 domain-containing protein	ICJKHHIM_00038	Escherichia coli str. K-12 substr. MG1655	72	ICJKHHIM_00038				
A0A8A4RWY6	unreviewed	A0A8A4RWY6_ECOLI	Uncharacterized protein	ICJKHHIM_00051	Escherichia coli str. K-12 substr. MG1655	220	ICJKHHIM_00051				
A0A8A4RWZ0	unreviewed	A0A8A4RWZ0_ECOLI	DUF4400 domain-containing protein	ICJKHHIM_00048	Escherichia coli str. K-12 substr. MG1655	209	ICJKHHIM_00048				
A0A8A4RX00	unreviewed	A0A8A4RX00_ECOLI	IS1 predicted transposase	insG ICJKHHIM_00061	Escherichia coli str. K-12 substr. MG1655	445	ICJKHHIM_00061		insG		
A0A8A4RX01	unreviewed	A0A8A4RX01_ECOLI	Type IV conjugative transfer system lipoprotein TraV	ICJKHHIM_00058	Escherichia coli str. K-12 substr. MG1655	192	ICJKHHIM_00058				
A0A8A4RX10	unreviewed	A0A8A4RX10_ECOLI	DUF1845 domain-containing protein	ICJKHHIM_00071	Escherichia coli str. K-12 substr. MG1655	213	ICJKHHIM_00071				
A0A8A4RX11	unreviewed	A0A8A4RX11_ECOLI	Conjugal transfer protein TraU	ICJKHHIM_00068	Escherichia coli str. K-12 substr. MG1655	335	ICJKHHIM_00068				
A0A8A4RX18	unreviewed	A0A8A4RX18_ECOLI	VWFA domain-containing protein	ICJKHHIM_00081	Escherichia coli str. K-12 substr. MG1655	598	ICJKHHIM_00081				
A0A8A4RX21	unreviewed	A0A8A4RX21_ECOLI	Phage recombination protein Bet	ICJKHHIM_00078	Escherichia coli str. K-12 substr. MG1655	329	ICJKHHIM_00078				
A0A8A4RX30	unreviewed	A0A8A4RX30_ECOLI	Topoisomerase II	ICJKHHIM_00091	Escherichia coli str. K-12 substr. MG1655	117	ICJKHHIM_00091				
A0A8A4RX32	unreviewed	A0A8A4RX32_ECOLI	Phage protein	ICJKHHIM_00088	Escherichia coli str. K-12 substr. MG1655	150	ICJKHHIM_00088				
A0A8A4RX44	unreviewed	A0A8A4RX44_ECOLI	Uncharacterized protein	ICJKHHIM_00101	Escherichia coli str. K-12 substr. MG1655	89	ICJKHHIM_00101				
A0A8A4RX46	unreviewed	A0A8A4RX46_ECOLI	Phosphoadenosine phosphosulfate reductase	ICJKHHIM_00098	Escherichia coli str. K-12 substr. MG1655	817	ICJKHHIM_00098				
A0A8A4RX51	unreviewed	A0A8A4RX51_ECOLI	MatP N-terminal domain-containing protein	ICJKHHIM_00111	Escherichia coli str. K-12 substr. MG1655	124	ICJKHHIM_00111				
A0A8A4RX54	unreviewed	A0A8A4RX54_ECOLI	Uncharacterized protein	ICJKHHIM_00108	Escherichia coli str. K-12 substr. MG1655	92	ICJKHHIM_00108				
A0A8A4RX62	unreviewed	A0A8A4RX62_ECOLI	Uncharacterized protein	ICJKHHIM_00118	Escherichia coli str. K-12 substr. MG1655	200	ICJKHHIM_00118				
A0A8A4RX63	unreviewed	A0A8A4RX63_ECOLI	Dual specificity protein phosphatase family protein	ICJKHHIM_00121	Escherichia coli str. K-12 substr. MG1655	178	ICJKHHIM_00121				
A0A8A4RX74	unreviewed	A0A8A4RX74_ECOLI	TraG N-terminal Proteobacteria domain-containing protein	ICJKHHIM_00131	Escherichia coli str. K-12 substr. MG1655	1204	ICJKHHIM_00131				
A0A8A4RX81	unreviewed	A0A8A4RX81_ECOLI	Uncharacterized protein	ICJKHHIM_00138	Escherichia coli str. K-12 substr. MG1655	97	ICJKHHIM_00138				
A0A8A4RX83	unreviewed	A0A8A4RX83_ECOLI	Uncharacterized protein	ICJKHHIM_00141	Escherichia coli str. K-12 substr. MG1655	95	ICJKHHIM_00141				
A0A8A4RX93	unreviewed	A0A8A4RX93_ECOLI	Uncharacterized protein	ICJKHHIM_00151	Escherichia coli str. K-12 substr. MG1655	284	ICJKHHIM_00151				
A0A8A4RX94	unreviewed	A0A8A4RX94_ECOLI	PD-(D/E)XK endonuclease-like domain-containing protein	ICJKHHIM_00148	Escherichia coli str. K-12 substr. MG1655	173	ICJKHHIM_00148				
A0A8A4RXA6	unreviewed	A0A8A4RXA6_ECOLI	Uncharacterized protein	ICJKHHIM_00158	Escherichia coli str. K-12 substr. MG1655	75	ICJKHHIM_00158				
A0A8A4RXA7	unreviewed	A0A8A4RXA7_ECOLI	TNase-like domain-containing protein	ICJKHHIM_00161	Escherichia coli str. K-12 substr. MG1655	175	ICJKHHIM_00161				
A0A8A4RXB4	unreviewed	A0A8A4RXB4_ECOLI	Uncharacterized protein	ICJKHHIM_00168	Escherichia coli str. K-12 substr. MG1655	123	ICJKHHIM_00168				
A0A8A4RXB7	unreviewed	A0A8A4RXB7_ECOLI	Tyrosine recombinase XerC	xerC_2 ICJKHHIM_00171	Escherichia coli str. K-12 substr. MG1655	319	ICJKHHIM_00171		xerC_2		
A0A8A4RXC3	unreviewed	A0A8A4RXC3_ECOLI	Multidrug efflux transporter EmrE	emrE_2 emrE_1 ICJKHHIM_00173 ICJKHHIM_00178	Escherichia coli str. K-12 substr. MG1655	115	ICJKHHIM_00173 ICJKHHIM_00178		emrE_2	emrE_1	
A0A8A4RXF3	unreviewed	A0A8A4RXF3_ECOLI	Uncharacterized protein	ICJKHHIM_00006	Escherichia coli str. K-12 substr. MG1655	116	ICJKHHIM_00006				
A0A8A4RXH0	unreviewed	A0A8A4RXH0_ECOLI	Helix-turn-helix domain-containing protein	ICJKHHIM_00026	Escherichia coli str. K-12 substr. MG1655	90	ICJKHHIM_00026				
A0A8A4RXH8	unreviewed	A0A8A4RXH8_ECOLI	Uncharacterized protein	ICJKHHIM_00036	Escherichia coli str. K-12 substr. MG1655	218	ICJKHHIM_00036				
A0A8A4RXI8	unreviewed	A0A8A4RXI8_ECOLI	TraD/TraG TraM recognition site domain-containing protein	ICJKHHIM_00046	Escherichia coli str. K-12 substr. MG1655	621	ICJKHHIM_00046				
A0A8A4RXJ9	unreviewed	A0A8A4RXJ9_ECOLI	Conjugal transfer protein TraK	ICJKHHIM_00056	Escherichia coli str. K-12 substr. MG1655	305	ICJKHHIM_00056				
A0A8A4RXK8	unreviewed	A0A8A4RXK8_ECOLI	Conjugal transfer protein TraW	ICJKHHIM_00066	Escherichia coli str. K-12 substr. MG1655	421	ICJKHHIM_00066				
A0A8A4RXL6	unreviewed	A0A8A4RXL6_ECOLI	Uncharacterized protein	ICJKHHIM_00076	Escherichia coli str. K-12 substr. MG1655	302	ICJKHHIM_00076				
A0A8A4RXM5	unreviewed	A0A8A4RXM5_ECOLI	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	yfaE ICJKHHIM_00086	Escherichia coli str. K-12 substr. MG1655	74	ICJKHHIM_00086		yfaE		
A0A8A4RXN4	unreviewed	A0A8A4RXN4_ECOLI	Uncharacterized protein	ICJKHHIM_00096	Escherichia coli str. K-12 substr. MG1655	184	ICJKHHIM_00096				
A0A8A4RXP3	unreviewed	A0A8A4RXP3_ECOLI	Uncharacterized protein	ICJKHHIM_00106	Escherichia coli str. K-12 substr. MG1655	128	ICJKHHIM_00106				
A0A8A4RXQ3	unreviewed	A0A8A4RXQ3_ECOLI	Uncharacterized protein	ICJKHHIM_00116	Escherichia coli str. K-12 substr. MG1655	99	ICJKHHIM_00116				
A0A8A4RXR3	unreviewed	A0A8A4RXR3_ECOLI	Chromosome partition protein Smc	smc ICJKHHIM_00126	Escherichia coli str. K-12 substr. MG1655	346	ICJKHHIM_00126		smc		
A0A8A4RXS2	unreviewed	A0A8A4RXS2_ECOLI	Transcriptional activator	ICJKHHIM_00136	Escherichia coli str. K-12 substr. MG1655	183	ICJKHHIM_00136				
A0A8A4RXT2	unreviewed	A0A8A4RXT2_ECOLI	Prophage protein	ICJKHHIM_00146	Escherichia coli str. K-12 substr. MG1655	202	ICJKHHIM_00146				
A0A8A4RXU0	unreviewed	A0A8A4RXU0_ECOLI	Fe3+-siderophore ABC transporter permease	ICJKHHIM_00156	Escherichia coli str. K-12 substr. MG1655	148	ICJKHHIM_00156				
A0A8A4RXU9	unreviewed	A0A8A4RXU9_ECOLI	Transcriptional regulator	ICJKHHIM_00166	Escherichia coli str. K-12 substr. MG1655	182	ICJKHHIM_00166				
A0A8A4RXV9	unreviewed	A0A8A4RXV9_ECOLI	IS1634 family transposase ISSpu7	ICJKHHIM_00176	Escherichia coli str. K-12 substr. MG1655	536	ICJKHHIM_00176				
A0A8A4RY97	unreviewed	A0A8A4RY97_ECOLI	Site-specific DNA recombinase	pinE ICJKHHIM_00010	Escherichia coli str. K-12 substr. MG1655	185	ICJKHHIM_00010		pinE		
A0A8A4RYA6	unreviewed	A0A8A4RYA6_ECOLI	Uncharacterized protein	ICJKHHIM_00020	Escherichia coli str. K-12 substr. MG1655	163	ICJKHHIM_00020				
A0A8A4RYB6	unreviewed	A0A8A4RYB6_ECOLI	Uncharacterized protein	ICJKHHIM_00030	Escherichia coli str. K-12 substr. MG1655	93	ICJKHHIM_00030				
A0A8A4RYC2	unreviewed	A0A8A4RYC2_ECOLI	Uncharacterized protein	ICJKHHIM_00040	Escherichia coli str. K-12 substr. MG1655	68	ICJKHHIM_00040				
A0A8A4RYD2	unreviewed	A0A8A4RYD2_ECOLI	Lipoprotein	ICJKHHIM_00050	Escherichia coli str. K-12 substr. MG1655	125	ICJKHHIM_00050				
A0A8A4RYE2	unreviewed	A0A8A4RYE2_ECOLI	DUF4165 domain-containing protein	ICJKHHIM_00060	Escherichia coli str. K-12 substr. MG1655	1843	ICJKHHIM_00060				
A0A8A4RYE8	unreviewed	A0A8A4RYE8_ECOLI	N-acetyltransferase domain-containing protein	ICJKHHIM_00002	Escherichia coli str. K-12 substr. MG1655	145	ICJKHHIM_00002				
A0A8A4RYF1	unreviewed	A0A8A4RYF1_ECOLI	Lipoprotein	ICJKHHIM_00070	Escherichia coli str. K-12 substr. MG1655	286	ICJKHHIM_00070				
A0A8A4RYF9	unreviewed	A0A8A4RYF9_ECOLI	DUF3150 domain-containing protein	ICJKHHIM_00080	Escherichia coli str. K-12 substr. MG1655	425	ICJKHHIM_00080				
A0A8A4RYG2	unreviewed	A0A8A4RYG2_ECOLI	Uncharacterized protein	ICJKHHIM_00022	Escherichia coli str. K-12 substr. MG1655	74	ICJKHHIM_00022				
A0A8A4RYG6	unreviewed	A0A8A4RYG6_ECOLI	Uncharacterized protein	ICJKHHIM_00090	Escherichia coli str. K-12 substr. MG1655	63	ICJKHHIM_00090				
A0A8A4RYG8	unreviewed	A0A8A4RYG8_ECOLI	DnaJ-class molecular chaperone	ICJKHHIM_00032	Escherichia coli str. K-12 substr. MG1655	168	ICJKHHIM_00032				
A0A8A4RYH4	unreviewed	A0A8A4RYH4_ECOLI	Uncharacterized protein	ICJKHHIM_00042	Escherichia coli str. K-12 substr. MG1655	162	ICJKHHIM_00042				
A0A8A4RYH7	unreviewed	A0A8A4RYH7_ECOLI	dCMP phosphohydrolase (EC 3.1.3.5)	yfbR ICJKHHIM_00100	Escherichia coli str. K-12 substr. MG1655	201	ICJKHHIM_00100		yfbR		3.1.3.5
A0A8A4RYI4	unreviewed	A0A8A4RYI4_ECOLI	Uncharacterized protein	ICJKHHIM_00052	Escherichia coli str. K-12 substr. MG1655	47	ICJKHHIM_00052				
A0A8A4RYI7	unreviewed	A0A8A4RYI7_ECOLI	DUF3149 domain-containing protein	ICJKHHIM_00110	Escherichia coli str. K-12 substr. MG1655	38	ICJKHHIM_00110				
A0A8A4RYJ7	unreviewed	A0A8A4RYJ7_ECOLI	Uncharacterized protein	ICJKHHIM_00120	Escherichia coli str. K-12 substr. MG1655	95	ICJKHHIM_00120				
A0A8A4RYK0	unreviewed	A0A8A4RYK0_ECOLI	Uncharacterized protein	ICJKHHIM_00072	Escherichia coli str. K-12 substr. MG1655	106	ICJKHHIM_00072				
A0A8A4RYK6	unreviewed	A0A8A4RYK6_ECOLI	Conjugal transfer protein TraH	ICJKHHIM_00130	Escherichia coli str. K-12 substr. MG1655	477	ICJKHHIM_00130				
A0A8A4RYK7	unreviewed	A0A8A4RYK7_ECOLI	Uncharacterized protein	ICJKHHIM_00082	Escherichia coli str. K-12 substr. MG1655	111	ICJKHHIM_00082				
A0A8A4RYL6	unreviewed	A0A8A4RYL6_ECOLI	Uncharacterized protein	ICJKHHIM_00092	Escherichia coli str. K-12 substr. MG1655	114	ICJKHHIM_00092				
A0A8A4RYL7	unreviewed	A0A8A4RYL7_ECOLI	MobI	ICJKHHIM_00140	Escherichia coli str. K-12 substr. MG1655	179	ICJKHHIM_00140				
A0A8A4RYM7	unreviewed	A0A8A4RYM7_ECOLI	Uncharacterized protein	ICJKHHIM_00150	Escherichia coli str. K-12 substr. MG1655	104	ICJKHHIM_00150				
A0A8A4RYM9	unreviewed	A0A8A4RYM9_ECOLI	GIY-YIG nuclease family protein	ICJKHHIM_00102	Escherichia coli str. K-12 substr. MG1655	72	ICJKHHIM_00102				
A0A8A4RYN5	unreviewed	A0A8A4RYN5_ECOLI	Uncharacterized protein	ICJKHHIM_00160	Escherichia coli str. K-12 substr. MG1655	62	ICJKHHIM_00160				
A0A8A4RYN9	unreviewed	A0A8A4RYN9_ECOLI	Uncharacterized protein	ICJKHHIM_00112	Escherichia coli str. K-12 substr. MG1655	241	ICJKHHIM_00112				
A0A8A4RYP5	unreviewed	A0A8A4RYP5_ECOLI	Tyrosine recombinase XerC	xerC_1 ICJKHHIM_00122	Escherichia coli str. K-12 substr. MG1655	336	ICJKHHIM_00122		xerC_1		
A0A8A4RYQ4	unreviewed	A0A8A4RYQ4_ECOLI	Permease	ICJKHHIM_00132	Escherichia coli str. K-12 substr. MG1655	120	ICJKHHIM_00132				
A0A8A4RYR2	unreviewed	A0A8A4RYR2_ECOLI	Plasmid replication protein RepA	ICJKHHIM_00142	Escherichia coli str. K-12 substr. MG1655	354	ICJKHHIM_00142				
A0A8A4RYR7	unreviewed	A0A8A4RYR7_ECOLI	Peptidase S49 domain-containing protein	ICJKHHIM_00152	Escherichia coli str. K-12 substr. MG1655	319	ICJKHHIM_00152				
A0A8A4RZ14	unreviewed	A0A8A4RZ14_ECOLI	Pentapeptide repeat protein	ICJKHHIM_00003	Escherichia coli str. K-12 substr. MG1655	218	ICJKHHIM_00003				
A0A8A4RZ18	unreviewed	A0A8A4RZ18_ECOLI	Uncharacterized protein	ICJKHHIM_00013	Escherichia coli str. K-12 substr. MG1655	73	ICJKHHIM_00013				
A0A8A4RZ22	unreviewed	A0A8A4RZ22_ECOLI	Uncharacterized protein	ICJKHHIM_00023	Escherichia coli str. K-12 substr. MG1655	103	ICJKHHIM_00023				
A0A8A4RZ28	unreviewed	A0A8A4RZ28_ECOLI	Uncharacterized protein	ICJKHHIM_00033	Escherichia coli str. K-12 substr. MG1655	103	ICJKHHIM_00033				
A0A8A4RZ35	unreviewed	A0A8A4RZ35_ECOLI	Tn17212 family tetracycline repressor protein class A	tetR ICJKHHIM_00017	Escherichia coli str. K-12 substr. MG1655	219	ICJKHHIM_00017		tetR		
A0A8A4RZ40	unreviewed	A0A8A4RZ40_ECOLI	DNA methylase adenine-specific domain-containing protein	ICJKHHIM_00027	Escherichia coli str. K-12 substr. MG1655	211	ICJKHHIM_00027				
A0A8A4RZ41	unreviewed	A0A8A4RZ41_ECOLI	Uncharacterized protein	ICJKHHIM_00053	Escherichia coli str. K-12 substr. MG1655	125	ICJKHHIM_00053				
A0A8A4RZ46	unreviewed	A0A8A4RZ46_ECOLI	DNA-binding protein	ICJKHHIM_00037	Escherichia coli str. K-12 substr. MG1655	87	ICJKHHIM_00037				
A0A8A4RZ47	unreviewed	A0A8A4RZ47_ECOLI	Protein TraC	traC ICJKHHIM_00063	Escherichia coli str. K-12 substr. MG1655	815	ICJKHHIM_00063		traC		
A0A8A4RZ51	unreviewed	A0A8A4RZ51_ECOLI	Conjugative transfer protein 234	ICJKHHIM_00047	Escherichia coli str. K-12 substr. MG1655	194	ICJKHHIM_00047				
A0A8A4RZ52	unreviewed	A0A8A4RZ52_ECOLI	Uncharacterized protein	ICJKHHIM_00073	Escherichia coli str. K-12 substr. MG1655	30	ICJKHHIM_00073				
A0A8A4RZ56	unreviewed	A0A8A4RZ56_ECOLI	Conjugal transfer protein TraB	ICJKHHIM_00057	Escherichia coli str. K-12 substr. MG1655	438	ICJKHHIM_00057				
A0A8A4RZ60	unreviewed	A0A8A4RZ60_ECOLI	Uncharacterized protein	ICJKHHIM_00083	Escherichia coli str. K-12 substr. MG1655	179	ICJKHHIM_00083				
A0A8A4RZ61	unreviewed	A0A8A4RZ61_ECOLI	EAL domain-containing protein	ICJKHHIM_00067	Escherichia coli str. K-12 substr. MG1655	223	ICJKHHIM_00067				
A0A8A4RZ67	unreviewed	A0A8A4RZ67_ECOLI	Uncharacterized protein	ICJKHHIM_00093	Escherichia coli str. K-12 substr. MG1655	100	ICJKHHIM_00093				
A0A8A4RZ72	unreviewed	A0A8A4RZ72_ECOLI	Pyruvate dehydrogenase	ICJKHHIM_00103	Escherichia coli str. K-12 substr. MG1655	185	ICJKHHIM_00103				
A0A8A4RZ75	unreviewed	A0A8A4RZ75_ECOLI	Uncharacterized protein	ICJKHHIM_00087	Escherichia coli str. K-12 substr. MG1655	129	ICJKHHIM_00087				
A0A8A4RZ79	unreviewed	A0A8A4RZ79_ECOLI	Type IV secretion protein Rhs	ICJKHHIM_00113	Escherichia coli str. K-12 substr. MG1655	1420	ICJKHHIM_00113				
A0A8A4RZ82	unreviewed	A0A8A4RZ82_ECOLI	Uncharacterized protein	ICJKHHIM_00097	Escherichia coli str. K-12 substr. MG1655	128	ICJKHHIM_00097				
A0A8A4RZ84	unreviewed	A0A8A4RZ84_ECOLI	3'-5' exonuclease DinG (EC 3.1.-.-)	dinG ICJKHHIM_00123	Escherichia coli str. K-12 substr. MG1655	289	ICJKHHIM_00123		dinG		3.1.-.-
A0A8A4RZ92	unreviewed	A0A8A4RZ92_ECOLI	Ner winged helix-turn-helix DNA-binding domain-containing protein	ICJKHHIM_00133	Escherichia coli str. K-12 substr. MG1655	90	ICJKHHIM_00133				
A0A8A4RZ97	unreviewed	A0A8A4RZ97_ECOLI	Lipoprotein	ICJKHHIM_00117	Escherichia coli str. K-12 substr. MG1655	150	ICJKHHIM_00117				
A0A8A4RZ99	unreviewed	A0A8A4RZ99_ECOLI	Uncharacterized protein	ICJKHHIM_00143	Escherichia coli str. K-12 substr. MG1655	93	ICJKHHIM_00143				
A0A8A4RZA6	unreviewed	A0A8A4RZA6_ECOLI	Uncharacterized protein	ICJKHHIM_00127	Escherichia coli str. K-12 substr. MG1655	92	ICJKHHIM_00127				
A0A8A4RZA9	unreviewed	A0A8A4RZA9_ECOLI	Thioredoxin domain-containing protein	ICJKHHIM_00153	Escherichia coli str. K-12 substr. MG1655	286	ICJKHHIM_00153				
A0A8A4RZB2	unreviewed	A0A8A4RZB2_ECOLI	DNA-binding protein H-NS-like N-terminal domain-containing protein	ICJKHHIM_00137	Escherichia coli str. K-12 substr. MG1655	139	ICJKHHIM_00137				
A0A8A4RZB6	unreviewed	A0A8A4RZB6_ECOLI	Chromosome segregation protein ParM	ICJKHHIM_00163	Escherichia coli str. K-12 substr. MG1655	97	ICJKHHIM_00163				
A0A8A4RZC2	unreviewed	A0A8A4RZC2_ECOLI	Uncharacterized protein	ICJKHHIM_00147	Escherichia coli str. K-12 substr. MG1655	173	ICJKHHIM_00147				
A0A8A4RZC8	unreviewed	A0A8A4RZC8_ECOLI	Nitrite reductase	ICJKHHIM_00157	Escherichia coli str. K-12 substr. MG1655	172	ICJKHHIM_00157				
A0A8A4RZD4	unreviewed	A0A8A4RZD4_ECOLI	Phage protein	ICJKHHIM_00167	Escherichia coli str. K-12 substr. MG1655	64	ICJKHHIM_00167				
A0A8A4S1X4	unreviewed	A0A8A4S1X4_ECOLI	Transposase zinc-binding domain-containing protein	ICJKHHIM_00001 ICJKHHIM_00004	Escherichia coli str. K-12 substr. MG1655	513	ICJKHHIM_00001 ICJKHHIM_00004				
A0A8A4S1Y8	unreviewed	A0A8A4S1Y8_ECOLI	Resolvase	ICJKHHIM_00014	Escherichia coli str. K-12 substr. MG1655	92	ICJKHHIM_00014				
A0A8A4S1Z8	unreviewed	A0A8A4S1Z8_ECOLI	Sporulation initiation inhibitor protein Soj (EC 3.6.-.-)	soj ICJKHHIM_00024	Escherichia coli str. K-12 substr. MG1655	261	ICJKHHIM_00024		soj		3.6.-.-
A0A8A4S211	unreviewed	A0A8A4S211_ECOLI	Uncharacterized protein	ICJKHHIM_00034	Escherichia coli str. K-12 substr. MG1655	166	ICJKHHIM_00034				
A0A8A4S223	unreviewed	A0A8A4S223_ECOLI	Lipoprotein	ICJKHHIM_00044	Escherichia coli str. K-12 substr. MG1655	205	ICJKHHIM_00044				
A0A8A4S235	unreviewed	A0A8A4S235_ECOLI	Type IV conjugative transfer system protein TraL	ICJKHHIM_00054	Escherichia coli str. K-12 substr. MG1655	93	ICJKHHIM_00054				
A0A8A4S246	unreviewed	A0A8A4S246_ECOLI	Conjugative transfer protein 345	ICJKHHIM_00064	Escherichia coli str. K-12 substr. MG1655	105	ICJKHHIM_00064				
A0A8A4S259	unreviewed	A0A8A4S259_ECOLI	Uncharacterized protein	ICJKHHIM_00074	Escherichia coli str. K-12 substr. MG1655	61	ICJKHHIM_00074				
A0A8A4S273	unreviewed	A0A8A4S273_ECOLI	Uncharacterized protein	ICJKHHIM_00084	Escherichia coli str. K-12 substr. MG1655	166	ICJKHHIM_00084				
A0A8A4S295	unreviewed	A0A8A4S295_ECOLI	NgrC	ICJKHHIM_00104	Escherichia coli str. K-12 substr. MG1655	283	ICJKHHIM_00104				
A0A8A4S2A7	unreviewed	A0A8A4S2A7_ECOLI	MafI family immunity protein	ICJKHHIM_00114	Escherichia coli str. K-12 substr. MG1655	90	ICJKHHIM_00114				
A0A8A4S2C0	unreviewed	A0A8A4S2C0_ECOLI	Uncharacterized protein	ICJKHHIM_00124	Escherichia coli str. K-12 substr. MG1655	163	ICJKHHIM_00124				
A0A8A4S2D0	unreviewed	A0A8A4S2D0_ECOLI	Transglycosylase SLT domain-containing protein	ICJKHHIM_00134	Escherichia coli str. K-12 substr. MG1655	177	ICJKHHIM_00134				
A0A8A4S2E3	unreviewed	A0A8A4S2E3_ECOLI	Uncharacterized protein	ICJKHHIM_00144	Escherichia coli str. K-12 substr. MG1655	144	ICJKHHIM_00144				
A0A8A4S2G0	unreviewed	A0A8A4S2G0_ECOLI	Lipoprotein	ICJKHHIM_00154	Escherichia coli str. K-12 substr. MG1655	142	ICJKHHIM_00154				
A0A8A4S2H0	unreviewed	A0A8A4S2H0_ECOLI	HTH cro/C1-type domain-containing protein	ICJKHHIM_00164	Escherichia coli str. K-12 substr. MG1655	100	ICJKHHIM_00164				
A4UR75	unreviewed	A4UR75_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR76	unreviewed	A4UR76_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR77	unreviewed	A4UR77_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR78	unreviewed	A4UR78_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR79	unreviewed	A4UR79_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR80	unreviewed	A4UR80_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR81	unreviewed	A4UR81_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR83	unreviewed	A4UR83_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
A4UR84	unreviewed	A4UR84_ECOLI	ChbR	chbR	Escherichia coli (strain K12)	280			chbR		
