Gene Ontology (GO),NAME
sodium ion transport [GO:0006814],YDR038C;YDR039C;YDR040C
sodium:inorganic phosphate symporter activity [GO:0015319],YBR296C
sodium:proton antiporter activity [GO:0015385],YDR456W;YLR138W
soladodine glucosyltransferase activity [GO:0102202],YLR189C
solute:inorganic anion antiporter activity [GO:0005452],YNL275W
solute:proton symporter activity [GO:0015295],YDR536W;YOL122C
sorbitol catabolic process [GO:0006062],YDL246C;YJR159W;YLR070C
sorbitol transmembrane transport [GO:0015795],YDL245C;YEL069C;YJR158W;YNR072W
spermidine biosynthetic process [GO:0008295],YLR146C;YOL052C;YPR069C
spermidine synthase activity [GO:0004766],YLR146C;YPR069C
spermidine transmembrane transporter activity [GO:0015606],YHL016C;YLL028W;YOR273C;YPL274W
spermidine transport [GO:0015848],YHL016C;YLL028W;YOR273C;YPL274W
spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity [GO:0052902],YMR020W
spermine biosynthetic process [GO:0006597],YLR146C;YOL052C
spermine catabolic process [GO:0046208],YMR020W
spermine synthase activity [GO:0016768],YLR146C
spermine transmembrane transporter activity [GO:0000297],YGR138C;YLL028W;YOR273C;YPR156C
spermine transport [GO:0000296],YGR138C;YLL028W;YOR273C;YPR156C
spermine:oxygen oxidoreductase (spermidine-forming) activity [GO:0052901],YMR020W
sphinganine kinase activity [GO:0008481],YLR260W;YOR171C
sphinganine-1-phosphate aldolase activity [GO:0008117],YDR294C
sphingoid long-chain base transport [GO:1905329],YMR246W;YOR317W
sphingolipid biosynthetic process [GO:0030148],YBR159W;YBR161W;YBR265W;YCR034W;YDR062W;YDR072C;YDR297W;YDR367W;YGR038W;YGR143W;YJL097W;YJL134W;YJL196C;YKL004W;YKR053C;YLR350W;YLR372W;YPL057C
sphingolipid catabolic process [GO:0030149],YDR294C;YER019W
sphingolipid delta-4 desaturase activity [GO:0042284],YDR297W
sphingolipid metabolic process [GO:0006665],YDR294C;YDR297W;YER005W;YLR260W;YMR110C;YOR171C
sphingolipid very long chain fatty acid alpha-hydroxylase activity [GO:0102771],YMR272C
sphingosine N-acyltransferase activity [GO:0050291],YBR183W;YHL003C;YKL008C
sphingosine biosynthetic process [GO:0046512],YDR062W;YLR260W;YMR296C;YOR171C
sphingosine hydroxylase activity [GO:0000170],YDR297W
sphingosine-1-phosphate phosphatase activity [GO:0042392],YGR036C;YJL134W;YKR053C
spore wall [GO:0031160],YMR306W;YPR165W
sporulation resulting in formation of a cellular spore [GO:0030435],YDR371W;YIL099W;YKR089C;YOL068C;YOR081C
squalene monooxygenase activity [GO:0004506],YGR175C
squalene synthase activity [GO:0051996],YHR190W
stearoyl-CoA 9-desaturase activity [GO:0004768],YGL055W
steroid biosynthetic process [GO:0006694],YOL151W
steroid metabolic process [GO:0008202],YGR177C
sterol 14-demethylase activity [GO:0008398],YHR007C
sterol 24-C-methyltransferase activity [GO:0003838],YML008C
sterol 3-beta-glucosyltransferase activity [GO:0016906],YLR189C
sterol biosynthetic process [GO:0016126],YLR056W;YLR189C;YNR043W
sterol esterase activity [GO:0004771],YKL140W;YKR089C;YLL012W;YLR020C
sterol homeostasis [GO:0055092],YEL031W;YHR119W
sterol import [GO:0035376],YIL013C;YOR011W
sterol metabolic process [GO:0016125],YCR048W;YKL140W;YLL012W;YLR020C;YLR189C;YMR015C
sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity [GO:0047012],YGL001C
structural constituent of ribosome [GO:0003735],YDR036C;YFR049W
structural molecule activity [GO:0005198],YDR322C-A;YGR193C;YLR211C
subtelomeric heterochromatin formation [GO:0031509],YDL042C;YDR191W;YDR440W;YGL037C;YHR119W;YOR025W;YOR209C
succinate dehydrogenase (ubiquinone) activity [GO:0008177],YJL045W;YKL148C;YLL041C
succinate transmembrane transport [GO:0071422],YLR348C
succinate transmembrane transporter activity [GO:0015141],YLR348C
succinate transport [GO:0015744],YJR095W
succinate-CoA ligase (ADP-forming) activity [GO:0004775],YGR244C;YOR142W
succinate-CoA ligase (GDP-forming) activity [GO:0004776],YOR142W
succinate-CoA ligase complex (ADP-forming) [GO:0009361],YGR244C;YOR142W
succinate-CoA ligase complex [GO:0042709],YGR244C
succinate-semialdehyde dehydrogenase (NAD+) activity [GO:0004777],YBR006W
succinate-semialdehyde dehydrogenase (NADP+) activity [GO:0036243],YBR006W
succinate-semialdehyde dehydrogenase [NAD(P)+] activity [GO:0009013],YBR006W
succinate:fumarate antiporter activity [GO:0005469],YJR095W
succinyl-CoA catabolic process [GO:1901289],YGR244C;YOR142W
succinyl-CoA metabolic process [GO:0006104],YGR244C;YOR142W
sucrose alpha-glucosidase activity [GO:0004575],YBR299W;YGR287C;YGR292W;YIL162W;YIL172C;YJL216C;YJL221C;YOL157C
sucrose biosynthetic process [GO:0005986],YLR377C
sucrose catabolic process [GO:0005987],YBR299W;YGR287C;YGR292W;YIL162W;YIL172C;YJL216C;YJL221C;YOL157C
sulfate adenylyltransferase (ADP) activity [GO:0004780],YCL050C;YDR530C
sulfate adenylyltransferase (ATP) activity [GO:0004781],YJR010W
sulfate assimilation [GO:0000103],YBR213W;YFR030W;YGR209C;YJR137C;YKL001C;YKR069W;YLL058W;YLR303W;YOL064C
sulfate assimilation via adenylyl sulfate reduction [GO:0010134],YJR010W
"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]",YJR010W;YKL001C;YPR167C
sulfate transmembrane transporter activity [GO:0015116],YBR294W;YIL166C;YKL120W;YLR092W;YLR348C;YPR003C
sulfate transport [GO:0008272],YBR294W;YIL166C;YKL120W;YLR092W;YLR348C
sulfite reductase (NADPH) activity [GO:0004783],YFR030W;YJR137C
sulfite reductase (ferredoxin) activity [GO:0050311],YJR137C
sulfite reductase activity [GO:0016002],YJR137C
sulfite reductase complex (NADPH) [GO:0009337],YFR030W;YJR137C
sulfite transmembrane transporter activity [GO:0000319],YPL092W
sulfite transport [GO:0000316],YIL166C;YPL092W
sulfonate dioxygenase activity [GO:0000907],YLL057C
sulfur amino acid biosynthetic process [GO:0000097],YFR030W;YJR137C
sulfur amino acid metabolic process [GO:0000096],YJR010W;YKL001C;YLL062C;YNL277W
sulfur amino acid transport [GO:0000101],YGR055W
sulfur compound catabolic process [GO:0044273],YLL057C
sulfur compound metabolic process [GO:0006790],YFR055W;YJR130C;YML082W
sulfur compound transmembrane transporter activity [GO:1901682],YIL166C
sulfur compound transport [GO:0072348],YIL166C
sulfur utilization [GO:0006791],YLL058W
superoxide dismutase activity [GO:0004784],YHR008C;YJR104C
superoxide dismutase complex [GO:1902693],YJR104C
superoxide metabolic process [GO:0006801],YJR104C
superoxide-generating NAD(P)H oxidase activity [GO:0016175],YOL152W
symporter activity [GO:0015293],YCR075C;YGR065C;YPL189W
synaptonemal complex assembly [GO:0007130],YHR119W
tRNA aminoacylation [GO:0043039],YPL097W
tRNA binding [GO:0000049],YBL076C;YDL219W;YDR023W;YDR037W;YFL022C;YGL169W;YHR011W;YNL073W;YOL033W;YOR335C;YPL040C;YPR047W
tRNA metabolic process [GO:0006399],YDL219W
tRNA modification [GO:0006400],YNL292W;YPL212C
tRNA processing [GO:0008033],YNL073W
tRNA pseudouridine synthase activity [GO:0106029],YFL001W;YGL063W;YNL292W;YOL066C
tRNA pseudouridine synthesis [GO:0031119],YFL001W;YGL063W;YOL066C;YPL212C
"tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]",YBR022W;YMR087W
tRNA thio-modification [GO:0034227],YCL017C
tRNA threonylcarbamoyladenosine metabolic process [GO:0070525],YGL169W
tRNA threonylcarbamoyladenosine modification [GO:0002949],YGL169W
tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation [GO:0002926],YIL043C
tRNA wobble position uridine thiolation [GO:0002143],YOR251C
tRNA wobble uridine modification [GO:0002098],YCL017C;YOR226C;YOR251C;YPL135W
tail-anchored membrane protein insertion into ER membrane [GO:0071816],YDL100C
telomere maintenance [GO:0000723],YGL169W;YHR119W
telomere tethering at nuclear periphery [GO:0034398],YDL042C
terpenoid biosynthetic process [GO:0016114],YPL069C
tetrahydrobiopterin biosynthetic process [GO:0006729],YGR267C;YHL018W
tetrahydrofolate biosynthetic process [GO:0046654],YGR267C;YMR289W;YNL256W;YNR033W;YOR236W
tetrahydrofolate interconversion [GO:0035999],YBR084W;YBR263W;YER183C;YGL125W;YGR204W;YLR058C;YPL023C
tetrahydrofolate metabolic process [GO:0046653],YBR263W;YLR058C
tetrahydrofolylpolyglutamate biosynthetic process [GO:0046901],YOR241W
tetrahydrofolylpolyglutamate synthase activity [GO:0004326],YKL132C;YMR113W;YOR241W
thiaminase activity [GO:0050334],YOL055C;YPL258C;YPR121W
thiamine binding [GO:0030975],YOR143C
thiamine biosynthetic process [GO:0009228],YFL058W;YFL059W;YGR144W;YNL333W;YOL055C;YPL214C;YPL258C;YPR121W
thiamine catabolic process [GO:0009230],YOL055C
thiamine diphosphate biosynthetic process [GO:0009229],YFL058W;YOL055C;YOR143C;YPL214C;YPL258C
thiamine diphosphokinase activity [GO:0004788],YOR143C
thiamine metabolic process [GO:0006772],YOR143C
thiamine pyrophosphate binding [GO:0030976],YDL080C;YDR380W;YGR087C;YIL125W;YLR044C;YLR134W;YMR108W
thiamine pyrophosphate transmembrane transport [GO:0030974],YGR096W
thiamine pyrophosphate transmembrane transporter activity [GO:0090422],YGR096W
thiamine transmembrane transporter activity [GO:0015234],YGR096W;YLR237W
thiamine transport [GO:0015888],YLR237W;YOR071C;YOR192C
thiamine-containing compound metabolic process [GO:0042723],YBR092C
thiamine-phosphate diphosphorylase activity [GO:0004789],YPL214C
thiazole biosynthetic process [GO:0052837],YGR144W
thioredoxin peroxidase activity [GO:0008379],YBL064C;YDR453C;YIL010W;YLR109W
thioredoxin-dependent peroxiredoxin activity [GO:0140824],YBR244W;YIR037W;YKL026C
thioredoxin-disulfide reductase (NADP) activity [GO:0004791],YDR353W;YHR106W
thiosulfate sulfurtransferase activity [GO:0004792],YOR251C;YOR285W;YOR286W
thiosulfate transmembrane transporter activity [GO:0015117],YLR348C
thiosulfate transport [GO:0015709],YLR348C
threo-3-hydroxyaspartate ammonia-lyase activity [GO:0030848],YKL218C
threonine aldolase activity [GO:0004793],YEL046C
threonine biosynthetic process [GO:0009088],YCR053W;YDR158W;YER052C;YHR025W;YJR139C
threonine catabolic process [GO:0006567],YCL064C;YEL046C;YER086W
threonine racemase activity [GO:0018114],YKL218C
threonine synthase activity [GO:0004795],YCR053W
threonine-tRNA ligase activity [GO:0004829],YIL078W;YKL194C
threonyl-tRNA aminoacylation [GO:0006435],YIL078W
thymidylate kinase activity [GO:0004798],YJR057W
thymidylate synthase activity [GO:0004799],YOR074C
trans-2-enoyl-CoA reductase (NADPH) activity [GO:0019166],YBR026C
trans-Golgi network [GO:0005802],YAL026C;YDR456W;YIL048W;YJL100W;YMR162C;YNL267W
trans-Golgi network membrane organization [GO:0098629],YIL048W
trans-Golgi network transport vesicle [GO:0030140],YMR162C
trans-Golgi network transport vesicle membrane [GO:0012510],YDR270W
trans-aconitate 3-methyltransferase activity [GO:0046547],YER175C
trans-hexaprenyltranstransferase activity [GO:0000010],YBR003W
transaldolase activity [GO:0004801],YGR043C;YLR354C
transaminase activity [GO:0008483],YDR019C;YDR111C
transcription cis-regulatory region binding [GO:0000976],YMR165C
transcription corepressor activity [GO:0003714],YNL229C
transcription regulator complex [GO:0005667],YBR020W;YDR009W
transferase activity [GO:0016740],YBR121C;YDL042C;YDR191W;YOL068C;YOR025W;YOR209C;YPL015C;YPR081C
"transferase activity, transferring phosphorus-containing groups [GO:0016772]",YDR072C;YLL031C
transferase complex [GO:1990234],YBR003W
transketolase activity [GO:0004802],YBR117C;YPR074C
translation initiation factor activity [GO:0003743],YAL035W
translation initiation factor binding [GO:0031369],YAL035W
translational initiation [GO:0006413],YAL035W
transmembrane transport [GO:0055085],YAL022C;YBL030C;YBL042C;YBR021W;YBR068C;YBR069C;YBR085W;YBR127C;YBR180W;YBR192W;YBR241C;YBR291C;YBR293W;YBR294W;YBR295W;YBR296C;YCL005W-A;YCL025C;YCL069W;YCR010C;YCR011C;YCR098C;YDL198C;YDL210W;YDL247W;YDR038C;YDR039C;YDR040C;YDR046C;YDR135C;YDR270W;YDR342C;YDR343C;YDR345C;YDR384C;YDR387C;YDR497C;YDR508C;YDR536W;YEL004W;YEL031W;YEL063C;YER119C;YFL054C;YFL055W;YGL006W;YGL008C;YGR138C;YLL015W;YLL028W;YLL048C;YLL052C;YMR088C;YMR301C;YNL065W;YNL275W;YOL075C;YOR161C;YOR273C;YPR156C;YPR192W
transmembrane transporter activity [GO:0022857],YBR241C;YCL069W;YDR387C;YGL186C;YGR065C;YGR260W;YKL120W;YLL028W;YNL065W;YNR056C;YOR161C
transport vesicle [GO:0030133],YPR159W
transsulfuration [GO:0019346],YAL012W;YFR055W;YGL184C;YGR155W;YJR130C;YLL058W;YLR303W;YML082W
traversing start control point of mitotic cell cycle [GO:0007089],YGR155W
trehalase activity [GO:0015927],YDR001C
trehalose biosynthetic process [GO:0005992],YBR126C;YDR074W;YKL035W;YKL127W;YML100W;YMR105C;YMR261C
trehalose catabolic process [GO:0005993],YBR001C;YDR001C;YPR026W
trehalose metabolism in response to stress [GO:0070413],YBR126C;YDR074W;YML100W;YMR261C
trehalose transmembrane transporter activity [GO:0015574],YGR289C
trehalose transport [GO:0015771],YGR289C
trehalose-phosphatase activity [GO:0004805],YBR126C;YDR074W
tricarboxylate secondary active transmembrane transporter activity [GO:0005371],YBR291C;YMR241W
tricarboxylic acid cycle [GO:0006099],YCR005C;YDL066W;YDL078C;YDR148C;YDR178W;YER065C;YFR049W;YGR244C;YIL094C;YIL125W;YIR031C;YJL045W;YJL200C;YKL085W;YKL141W;YKL148C;YLL041C;YLR164W;YLR174W;YLR304C;YNL009W;YNL037C;YNL117W;YNR001C;YOL126C;YOR136W;YOR142W;YPL262W;YPR001W
tricarboxylic acid cycle enzyme complex [GO:0045239],YPL262W
tricarboxylic acid transport [GO:0006842],YMR241W
triglyceride biosynthetic process [GO:0019432],YMR165C;YNR008W;YOR245C
triglyceride catabolic process [GO:0019433],YDR058C;YIL124W;YKL094W;YKR089C;YMR313C
triglyceride homeostasis [GO:0070328],YER037W
triglyceride lipase activity [GO:0004806],YBR204C;YCR068W;YDR058C;YIL124W;YKR089C;YMR210W;YMR313C;YOR081C
triglyceride metabolic process [GO:0006641],YER043C;YHL032C;YKL094W;YMR210W
triglyceride mobilization [GO:0006642],YKR089C;YOR081C
triokinase activity [GO:0050354],YFL053W;YML070W
triose-phosphate isomerase activity [GO:0004807],YDR050C
tripeptide transmembrane transporter activity [GO:0042937],YKR093W
tripeptide transport [GO:0042939],YJR152W;YKR093W
triterpenoid biosynthetic process [GO:0016104],YHR072W
"tryptophan 2,3-dioxygenase activity [GO:0004833]",YJR078W
tryptophan binding [GO:0120284],YPR060C
tryptophan biosynthetic process [GO:0000162],YDR007W;YDR354W;YER090W;YGL026C;YIL020C;YKL211C;YNR033W
tryptophan catabolic process [GO:0006569],YBL098W;YDR380W;YGR087C;YJR025C;YLR044C;YLR134W
tryptophan catabolic process to kynurenine [GO:0019441],YDR428C;YJR078W;YLR231C
tryptophan synthase activity [GO:0004834],YGL026C
tryptophan transport [GO:0015827],YBR069C;YOL020W
tryptophan-tRNA ligase activity [GO:0004830],YDR268W;YOL097C
tryptophanyl-tRNA aminoacylation [GO:0006436],YOL097C
tyrosine binding [GO:0072545],YPR060C
tyrosine biosynthetic process [GO:0006571],YBR166C;YGL202W;YHR137W;YPR060C
tyrosine catabolic process [GO:0006572],YDR380W
tyrosine metabolic process [GO:0006570],YBR166C
tyrosine transport [GO:0015828],YBR069C
tyrosine-tRNA ligase activity [GO:0004831],YGR185C;YPL097W
tyrosyl-tRNA aminoacylation [GO:0006437],YGR185C
ubiquinol-cytochrome-c reductase activity [GO:0008121],Q0105;YEL024W;YOR065W
ubiquinone binding [GO:0048039],YDR178W;YLR164W
ubiquinone biosynthetic process [GO:0006744],YBR003W;YDR204W;YDR376W;YGR255C;YLR201C;YML110C;YMR110C;YNR041C;YOL096C;YOR125C;YPL252C
ubiquinone biosynthetic process from tyrosine [GO:0032180],YMR110C
ubiquinone-6 biosynthetic process [GO:1901006],YLR201C
ubiquitin binding [GO:0043130],YBR097W;YFR021W
ubiquitin-dependent ERAD pathway [GO:0030433],YCL047C;YCL052C;YJR131W;YLR057W
unfolded protein binding [GO:0051082],YDL100C;YDR231C
uniporter activity [GO:0015292],YPR021C
unsaturated fatty acid biosynthetic process [GO:0006636],YGL055W
uracil phosphoribosyltransferase activity [GO:0004845],YHR128W
uracil transport [GO:0015857],YBR021W
uracil:monoatomic cation symporter activity [GO:0015505],YBR021W
urea carboxylase activity [GO:0004847],YBR208C
urea catabolic process [GO:0043419],YBR208C
urea cycle [GO:0000050],YOL058W;YPL111W
urea transmembrane transporter activity [GO:0015204],YHL016C
urea transport [GO:0015840],YHL016C
ureidoglycolate hydrolase activity [GO:0004848],YIR032C
ureidoglycolate lyase activity [GO:0050385],YIR032C
uridine catabolic process [GO:0006218],YDR400W
uridine kinase activity [GO:0004849],YDR020C;YNR012W
uridine nucleosidase activity [GO:0045437],YDR400W
uridine transmembrane transporter activity [GO:0015213],YBL042C
uridine transport [GO:0015862],YBL042C
uridylyltransferase activity [GO:0070569],YKL035W
uroporphyrin-III C-methyltransferase activity [GO:0004851],YKR069W
uroporphyrinogen III biosynthetic process [GO:0006780],YOR278W
uroporphyrinogen decarboxylase activity [GO:0004853],YDR047W
uroporphyrinogen-III synthase activity [GO:0004852],YOR278W
vacuolar acidification [GO:0007035],YBR127C;YCL005W-A;YDL185W;YDR456W;YEL027W;YEL051W;YGR020C;YGR106C;YHR026W;YHR039C-A;YKL080W;YLR447C;YMR054W;YMR205C;YOR270C;YOR332W;YPL234C;YPR036W;YPR170W-B
vacuolar lumen [GO:0005775],YCR068W
vacuolar membrane [GO:0005774],YBR161W;YBR235W;YCR010C;YCR075C;YFR021W;YJL012C;YKL146W;YKL165C;YLR211C;YLR299W;YNL054W;YNL101W;YNL275W
vacuolar protein processing [GO:0006624],YCR068W;YFR021W
vacuolar proton-transporting V-type ATPase complex [GO:0016471],YBR127C;YCL005W-A;YDL185W;YEL027W;YEL051W;YGR020C;YGR106C;YHR026W;YHR039C-A;YKL080W;YLR447C;YMR054W;YOR270C;YOR332W;YPL234C;YPR036W;YPR170W-B
vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072],YMR205C
"vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]",YCL005W-A;YEL027W;YGR106C;YHR026W;YLR447C;YMR054W;YOR270C;YPL234C;YPR170W-B
"vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]",YBR127C;YDL185W;YEL051W;YGR020C;YHR039C-A;YKL080W;YOR332W;YPR036W
