NAME,ENTRY,Gene Ontology (GO)
YOR245C,Q08650,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; membrane [GO:0016020]; 2-acylglycerol O-acyltransferase activity [GO:0003846]; diacylglycerol O-acyltransferase activity [GO:0004144]; ceramide metabolic process [GO:0006672]; glycerol metabolic process [GO:0006071]; intracellular triglyceride homeostasis [GO:0035356]; lipid storage [GO:0019915]; triglyceride biosynthetic process [GO:0019432]
YOR251C,Q08686,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; thiosulfate sulfurtransferase activity [GO:0004792]; tRNA wobble position uridine thiolation [GO:0002143]; tRNA wobble uridine modification [GO:0002098]
YOR253W,Q08689,NatA complex [GO:0031415]; peptide alpha-N-acetyltransferase activity [GO:0004596]; mitotic sister chromatid cohesion [GO:0007064]; N-terminal protein amino acid acetylation [GO:0006474]
YOR270C,P32563,"fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]; ATPase binding [GO:0051117]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; cellular hyperosmotic response [GO:0071474]; cellular response to alkaline pH [GO:0071469]; polyphosphate metabolic process [GO:0006797]; protein-containing complex assembly [GO:0065003]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]"
YOR273C,Q12256,cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; plasma membrane [GO:0005886]; antiporter activity [GO:0015297]; spermidine transmembrane transporter activity [GO:0015606]; spermine transmembrane transporter activity [GO:0000297]; spermidine transport [GO:0015848]; spermine transport [GO:0000296]; transmembrane transport [GO:0055085]
YOR278W,P06174,uroporphyrinogen-III synthase activity [GO:0004852]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]; uroporphyrinogen III biosynthetic process [GO:0006780]
YOR283W,Q12040,cytoplasm [GO:0005737]; nucleus [GO:0005634]; phosphatase activity [GO:0016791]; dephosphorylation [GO:0016311]
YOR285W,Q12305,endoplasmic reticulum [GO:0005783]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; thiosulfate sulfurtransferase activity [GO:0004792]
YOR286W,Q08742,mitochondrion [GO:0005739]; thiosulfate sulfurtransferase activity [GO:0004792]
YOR303W,P07258,carbamoyl-phosphate synthase complex [GO:0005951]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]; pyrimidine nucleotide biosynthetic process [GO:0006221]
YOR306C,Q08777,plasma membrane [GO:0005886]; riboflavin transmembrane transporter activity [GO:0032217]; riboflavin transport [GO:0032218]
YOR311C,Q12382,"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear membrane [GO:0031965]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; CTP-dependent diacylglycerol kinase activity [GO:0141035]; phosphatidic acid biosynthetic process [GO:0006654]; phosphorylation [GO:0016310]; regulation of isopentenyl diphosphate biosynthetic process, mevalonate pathway [GO:2001210]; vesicle-mediated transport [GO:0016192]"
YOR316C,P32798,fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]; cobalt ion transmembrane transporter activity [GO:0015087]; zinc ion transmembrane transporter activity [GO:0005385]; cobalt ion transport [GO:0006824]; intracellular zinc ion homeostasis [GO:0006882]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829]
YOR317W,P30624,endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty-acyl-CoA metabolic process [GO:0035336]; sphingoid long-chain base transport [GO:1905329]
YOR321W,P47190,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex [GO:0097583]; dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt3p dimer complex [GO:0097585]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; fungal-type cell wall biogenesis [GO:0009272]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]
YOR323C,P54885,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; NADP binding [GO:0050661]; L-proline biosynthetic process [GO:0055129]; proline biosynthetic process [GO:0006561]
YOR332W,P22203,"fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]"
YOR334W,Q01926,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; magnesium ion transmembrane transporter activity [GO:0015095]; mitochondrial magnesium ion transmembrane transport [GO:0045016]
YOR335C,P40825,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]; mitochondrial alanyl-tRNA aminoacylation [GO:0070143]
YOR347C,P52489,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; melatonin binding [GO:1904408]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]; glycolytic process [GO:0006096]; phosphorylation [GO:0016310]; pyruvate metabolic process [GO:0006090]
YOR348C,P15380,plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]; L-proline transmembrane transporter activity [GO:0015193]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; amino acid transmembrane transport [GO:0003333]; gamma-aminobutyric acid transport [GO:0015812]; neutral amino acid transport [GO:0015804]; proline transport [GO:0015824]
YOR360C,P06776,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; 3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; metal ion binding [GO:0046872]; cAMP-mediated signaling [GO:0019933]"
YOR374W,P46367,mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; acetate biosynthetic process [GO:0019413]; ethanol metabolic process [GO:0006067]; NADPH regeneration [GO:0006740]; pyruvate metabolic process [GO:0006090]
YOR375C,P07262,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; glutamate dehydrogenase (NADP+) activity [GO:0004354]; glutamate biosynthetic process [GO:0006537]
YOR377W,P40353,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lipid droplet [GO:0005811]; acyl-CoA hydrolase activity [GO:0047617]; alcohol O-acetyltransferase activity [GO:0004026]; N-acetyltransferase activity [GO:0008080]; acetate ester metabolic process involved in fermentation [GO:1901089]
YOR381W,Q08905,fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]; siderophore transport [GO:0015891]
YOR384W,Q08908,mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]
YOR388C,Q08911,"cytosol [GO:0005829]; formate dehydrogenase (NAD+) activity [GO:0008863]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; formate catabolic process [GO:0042183]"
YOR391C,Q08914,cytoplasm [GO:0005737]; P-body [GO:0000932]; glyoxalase III activity [GO:0019172]; protein folding chaperone [GO:0044183]; cellular response to nutrient levels [GO:0031669]; chaperone-mediated protein folding [GO:0061077]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]
YOR393W,P0CX10,phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
YPL015C,P53686,cytoplasm [GO:0005737]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone H4K16 deacetylase activity [GO:0046970]; transferase activity [GO:0016740]; negative regulation of mitotic recombination [GO:0045950]; rDNA heterochromatin formation [GO:0000183]
YPL023C,P46151,FAD binding [GO:0071949]; methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methylenetetrahydrofolate reductase NADH activity [GO:0106312]; methylenetetrahydrofolate reductase NADPH activity [GO:0106313]; methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999]
YPL028W,P41338,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; vacuole [GO:0005773]; acetyl-CoA C-acetyltransferase activity [GO:0003985]; metal ion binding [GO:0046872]; ergosterol biosynthetic process [GO:0006696]; fatty acid beta-oxidation [GO:0006635]
YPL036W,P19657,cell periphery [GO:0071944]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; P-type proton-exporting transporter activity [GO:0008553]; proton export across plasma membrane [GO:0120029]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]
YPL040C,P48526,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; isoleucyl-tRNA aminoacylation [GO:0006428]; mitochondrial translation [GO:0032543]
YPL053C,P54070,"fungal-type vacuole [GO:0000324]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; alpha-1,2-mannosyltransferase activity [GO:0000026]; mannosylphosphate transferase activity [GO:0000031]; cell wall mannoprotein biosynthetic process [GO:0000032]; fungal-type cell wall organization [GO:0031505]; mannosylation [GO:0097502]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]"
YPL057C,P33300,fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; Golgi apparatus [GO:0005794]; mannosyltransferase complex [GO:0031501]; inositol phosphorylceramide mannosyltransferase activity [GO:0103064]; mannosyltransferase activity [GO:0000030]; glycosphingolipid biosynthetic process [GO:0006688]; mannosyl diphosphorylinositol ceramide metabolic process [GO:0006676]; mannosyl-inositol phosphorylceramide biosynthetic process [GO:0051999]; mannosyl-inositol phosphorylceramide metabolic process [GO:0006675]; sphingolipid biosynthetic process [GO:0030148]
YPL059W,Q02784,"iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; metal ion binding [GO:0046872]; cellular response to oxidative stress [GO:0034599]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by [2Fe-2S] cluster transfer [GO:0106034]; protein maturation by [4Fe-4S] cluster transfer [GO:0106035]; protein maturation by iron-sulfur cluster transfer [GO:0097428]; response to osmotic stress [GO:0006970]"
YPL060W,Q02783,mitochondrial inner membrane [GO:0005743]; magnesium ion transmembrane transporter activity [GO:0015095]; mitochondrial magnesium ion transmembrane transport [GO:0045016]
YPL061W,P54115,cytosol [GO:0005829]; mitochondrion [GO:0005739]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase (NADP+) activity [GO:0033721]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]; acetate biosynthetic process [GO:0019413]; ethanol catabolic process [GO:0006068]; NADPH regeneration [GO:0006740]; response to salt stress [GO:0009651]
YPL069C,Q12051,mitochondrion [GO:0005739]; dimethylallyltranstransferase activity [GO:0004161]; farnesyltranstransferase activity [GO:0004311]; geranyltranstransferase activity [GO:0004337]; metal ion binding [GO:0046872]; prenyltransferase activity [GO:0004659]; farnesyl diphosphate biosynthetic process [GO:0045337]; geranyl diphosphate biosynthetic process [GO:0033384]; geranylgeranyl diphosphate biosynthetic process [GO:0033386]; isoprenoid biosynthetic process [GO:0008299]; protein transport [GO:0015031]; terpenoid biosynthetic process [GO:0016114]
YPL076W,P46961,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex [GO:0000506]; phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]; fungal-type cell wall organization [GO:0031505]; GPI anchor biosynthetic process [GO:0006506]
YPL078C,P05626,"mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrion [GO:0005739]; proton transmembrane transporter activity [GO:0015078]; protein-containing complex assembly [GO:0065003]; proton motive force-driven ATP synthesis [GO:0015986]"
YPL087W,Q02896,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fungal-type vacuole membrane [GO:0000329]; dihydroceramidase activity [GO:0071633]; phytoceramidase activity [GO:0070774]; ceramide biosynthetic process [GO:0046513]; ceramide catabolic process [GO:0046514]
YPL088W,Q02895,aryl-alcohol dehydrogenase (NADP+) activity [GO:0047681]; cellular aldehyde metabolic process [GO:0006081]
YPL091W,P41921,cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; flavin adenine dinucleotide binding [GO:0050660]; glutathione-disulfide reductase (NADP) activity [GO:0004362]; NADP binding [GO:0050661]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; glutathione metabolic process [GO:0006749]; protein glutathionylation [GO:0010731]
YPL092W,P41930,cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; sulfite transmembrane transporter activity [GO:0000319]; sulfite transport [GO:0000316]
YPL095C,Q02891,acetylesterase activity [GO:0008126]; acylglycerol lipase activity [GO:0047372]; alcohol O-acetyltransferase activity [GO:0004026]; alcohol O-octanoyltransferase activity [GO:0034321]; short-chain carboxylesterase activity [GO:0034338]; medium-chain fatty acid biosynthetic process [GO:0051792]; medium-chain fatty acid catabolic process [GO:0051793]
