Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q07967	reviewed	YL030_YEAST	Putative uncharacterized protein YLR030W	YLR030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263	
Q07978	reviewed	YL031_YEAST	Putative uncharacterized protein YLR031W	YLR031W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	186	
Q07989	reviewed	YL041_YEAST	Putative uncharacterized protein YLR041W	YLR041W L1925	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
Q08018	reviewed	YL076_YEAST	Putative uncharacterized protein YLR076C	YLR076C L2345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	
Q08027	reviewed	YL101_YEAST	Putative uncharacterized protein YLR101C	YLR101C L2705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	membrane [GO:0016020]
Q08110	reviewed	YO014_YEAST	Putative uncharacterized protein YOL014W	YOL014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	124	
Q08118	reviewed	IRC10_YEAST	Uncharacterized protein IRC10 (Increased recombination centers protein 10)	IRC10 YOL015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586	prospore membrane leading edge [GO:0070056]
Q08172	reviewed	YO024_YEAST	Putative uncharacterized protein YOL024W	YOL024W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172	
Q08187	reviewed	YO029_YEAST	Uncharacterized protein YOL029C	YOL029C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	201	
Q08205	reviewed	YO037_YEAST	Putative uncharacterized protein YOL037C	YOL037C O2101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	membrane [GO:0016020]
Q08207	reviewed	YO035_YEAST	Putative uncharacterized protein YOL035C	YOL035C O2109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	membrane [GO:0016020]
Q08216	reviewed	YO046_YEAST	Putative uncharacterized protein YOL046C	YOL046C O2030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	
Q08222	reviewed	YO050_YEAST	Putative uncharacterized protein YOL050C	YOL050C O1284	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
Q08241	reviewed	YO106_YEAST	Putative uncharacterized protein YOL106W	YOL106W O0751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	
Q08259	reviewed	YOL18_YEAST	Uncharacterized protein YOL118C	YOL118C O0573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
Q08270	reviewed	YO131_YEAST	Uncharacterized protein YOL131W	YOL131W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
Q08293	reviewed	YO150_YEAST	Putative uncharacterized protein YOL150C	YOL150C AOE103 O0448	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	
Q08321	reviewed	YO160_YEAST	Uncharacterized protein YOL160W	YOL160W O0250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113	
Q08373	reviewed	YOL66_YEAST	Putative uncharacterized protein YOL166C	YOL166C O0201	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	membrane [GO:0016020]
Q08411	reviewed	YO041_YEAST	Putative uncharacterized protein YOR041C	YOR041C O2760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	
Q08419	reviewed	YOR50_YEAST	Putative uncharacterized protein YOR050C	YOR050C O2790 YOR29-01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115	
Q08428	reviewed	YOR53_YEAST	Putative uncharacterized protein YOR053W	YOR053W O2799 YOR29-04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	113	membrane [GO:0016020]
Q08439	reviewed	YO055_YEAST	Putative uncharacterized protein YOR055W	YOR055W O2803 YOR29-06	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144	
Q08486	reviewed	YOR72_YEAST	Uncharacterized protein YOR072W	YOR072W O2937 YOR29-23	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	
Q08503	reviewed	YO102_YEAST	Putative uncharacterized protein YOR102W	YOR102W O3208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	116	
Q08504	reviewed	YO105_YEAST	Uncharacterized protein YOR105W	YOR105W O3217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
Q08521	reviewed	YO121_YEAST	Putative uncharacterized protein YOR121C	YOR121C O3272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	
Q08532	reviewed	YO139_YEAST	Putative uncharacterized protein YOR139C	YOR139C O3335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130	
Q08533	reviewed	YO146_YEAST	Putative uncharacterized protein YOR146W	YOR146W O3518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	membrane [GO:0016020]
Q08540	reviewed	YO169_YEAST	Putative uncharacterized protein YOR169C	YOR169C O3605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	154	
Q08543	reviewed	YO170_YEAST	Putative uncharacterized protein YOR170W	YOR170W O3610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101	
Q08604	reviewed	YO199_YEAST	Putative uncharacterized protein YOR199W	YOR199W O4821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
Q08620	reviewed	YO200_YEAST	Putative uncharacterized protein YOR200W	YOR200W O4824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	
Q08621	reviewed	YO201_YEAST	Putative uncharacterized protein YOR203W	YOR203W O4833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	
Q08681	reviewed	YO248_YEAST	Putative uncharacterized protein YOR248W	YOR248W O5276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q08728	reviewed	YO263_YEAST	Putative uncharacterized protein YOR263C	YOR263C O5370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	135	
Q08734	reviewed	YO268_YEAST	Uncharacterized protein YOR268C	YOR268C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	membrane [GO:0016020]
Q08736	reviewed	YO277_YEAST	Putative uncharacterized protein YOR277C	YOR277C O5456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	membrane [GO:0016020]
Q08741	reviewed	YO282_YEAST	Putative uncharacterized protein YOR282W	YOR282W O5477	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	membrane [GO:0016020]
Q08756	reviewed	YO300_YEAST	Putative uncharacterized protein YOR300W	YOR300W O5639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	cellular bud site selection [GO:0000282]; filamentous growth [GO:0030447]
Q08789	reviewed	YO333_YEAST	Putative uncharacterized protein YOR333C	YOR333C O6244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138	
Q08811	reviewed	YO345_YEAST	Putative uncharacterized protein YOR345C	YOR345C O6336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	116	membrane [GO:0016020]
Q08842	reviewed	YO364_YEAST	Putative uncharacterized protein YOR364W	YOR364W O6658	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122	
Q08872	reviewed	YO366_YEAST	Putative uncharacterized protein YOR366W	YOR366W O6664	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	
Q08903	reviewed	YO379_YEAST	Putative uncharacterized protein YOR379C	YOR379C O6747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112	
Q08909	reviewed	YO385_YEAST	Uncharacterized protein YOR385W	YOR385W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290	cytoplasm [GO:0005737]
Q08915	reviewed	YO392_YEAST	Putative uncharacterized protein YOR392W	YOR392W O6786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	147	membrane [GO:0016020]
Q08916	reviewed	YP142_YEAST	Putative uncharacterized protein YPL142C	YPL142C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105	
Q08922	reviewed	YP182_YEAST	Putative uncharacterized protein YPL182C	YPL182C P2235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127	membrane [GO:0016020]
Q08927	reviewed	YP185_YEAST	Putative uncharacterized protein YPL185W	YPL185W P2217	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131	membrane [GO:0016020]
Q08953	reviewed	YP197_YEAST	Putative uncharacterized protein YPL197C	YPL197C P1895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	
Q08976	reviewed	YP261_YEAST	Uncharacterized protein YPL261C	YPL261C P0386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
Q08984	reviewed	YP272_YEAST	Uncharacterized protein YPL272C	YPL272C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	517	N-acetyltransferase activity [GO:0008080]
Q08990	reviewed	YP278_YEAST	Putative uncharacterized protein YPL278C	YPL278C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q08994	reviewed	YP203_YEAST	Putative uncharacterized protein YPR203W	YPR203W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
Q12023	reviewed	YD011_YEAST	Putative uncharacterized protein YDL011C	YDL011C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	membrane [GO:0016020]
Q12026	reviewed	YL053_YEAST	Putative uncharacterized protein YLR053C	YLR053C L2137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
Q12047	reviewed	YD158_YEAST	Putative uncharacterized protein YDL158C	YDL158C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102	
Q12058	reviewed	YP251_YEAST	Putative uncharacterized protein YPL251W	YPL251W P1010	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q12070	reviewed	YOR24_YEAST	Putative uncharacterized protein YOR024W	YOR024W O2648 OR26.14 YOL303.9	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	
Q12077	reviewed	YL140_YEAST	Putative uncharacterized protein YLR140W	YLR140W L3162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	membrane [GO:0016020]
Q12082	reviewed	YD157_YEAST	Uncharacterized protein YDL157C, mitochondrial	YDL157C D1533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	mitochondrion [GO:0005739]
Q12110	reviewed	YL049_YEAST	Uncharacterized protein YLR049C	YLR049C L2121	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428	
Q12111	reviewed	YD029_YEAST	Uncharacterized protein YDR029W	YDR029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	104	membrane [GO:0016020]
Q12115	reviewed	YD016_YEAST	Putative uncharacterized protein YDL016C	YDL016C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q12130	reviewed	YL112_YEAST	Uncharacterized protein YLR112W	YLR112W L2928 L9354.3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139	
Q12135	reviewed	YD172_YEAST	Putative uncharacterized protein YDL172C	YDL172C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	membrane [GO:0016020]
Q12138	reviewed	YL125_YEAST	Putative uncharacterized protein YLR125W	YLR125W L3101	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	136	
Q12140	reviewed	BSC1_YEAST	Bypass of stop codon protein 1	BSC1 YDL037C D2734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	
Q12147	reviewed	YDL26_YEAST	Putative uncharacterized protein YDL026W	YDL026W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	membrane [GO:0016020]
Q12148	reviewed	YD163_YEAST	Putative uncharacterized protein YDL163W	YDL163W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	100	
Q12169	reviewed	YO015_YEAST	Uncharacterized protein YOR015W	YOR015W O2618 OR26.05 YOL303.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119	membrane [GO:0016020]
Q12174	reviewed	YL123_YEAST	Putative uncharacterized protein YLR123C	YLR123C L2970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
Q12187	reviewed	YDL96_YEAST	Putative uncharacterized protein YDL196W	YDL196W D1224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
Q12195	reviewed	YD015_YEAST	Putative uncharacterized protein YDR015C	YDR015C PZF129	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	79	
Q12210	reviewed	YD009_YEAST	Uncharacterized protein YDL009C	YDL009C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	cytosol [GO:0005829]; membrane [GO:0016020]
Q12219	reviewed	YORA4_YEAST	Uncharacterized protein YOR114W	YOR114W O3248 YOR3248w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294	
Q12225	reviewed	YO225_YEAST	Putative uncharacterized protein YOR225W	YOR225W O5015 O5073 YOR50-15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	membrane [GO:0016020]
Q12240	reviewed	YD215_YEAST	Uncharacterized protein YDR215C	YDR215C YD8142.15c YD8142B.07c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	membrane [GO:0016020]
Q12243	reviewed	YOR29_YEAST	Uncharacterized protein YOR029W	YOR029W O2663 OR26.19 YOL303.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	111	
Q12249	reviewed	YO218_YEAST	Putative uncharacterized protein YOR218C	YOR218C O5008 O5042 YOR50-8	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139	membrane [GO:0016020]
Q12257	reviewed	YD177_YEAST	IMPACT family member YDL177C	YDL177C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	170	regulation of translational initiation [GO:0006446]
Q12261	reviewed	YO325_YEAST	Putative uncharacterized protein YOR325W	YOR325W 06163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157	
Q12264	reviewed	YD023_YEAST	Putative uncharacterized protein YDL023C	YDL023C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106	
Q12274	reviewed	YOR97_YEAST	Uncharacterized protein YOR097C	YOR097C YOR3180c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175	membrane [GO:0016020]
Q12281	reviewed	YD032_YEAST	Putative uncharacterized protein YDL032w	YDL032W D2767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	103	
Q12307	reviewed	YD162_YEAST	Putative uncharacterized protein YDL162C	YDL162C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	118	
Q12312	reviewed	YL122_YEAST	Uncharacterized protein YLR122C	YLR122C L2967 L9233.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	125	membrane [GO:0016020]
Q12322	reviewed	YO114_YEAST	Putative uncharacterized protein YOL114C	YOL114C HRE202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	202	mitochondrial large ribosomal subunit [GO:0005762]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation release factor activity, codon nonspecific [GO:0016150]; mitochondrial translational termination [GO:0070126]
Q12327	reviewed	YL124_YEAST	Putative uncharacterized protein YLR124W	YLR124W L2973 L9233.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	114	
Q12336	reviewed	YL059_YEAST	Putative uncharacterized protein YLL059C	YLL059C L0563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	168	membrane [GO:0016020]
Q12351	reviewed	YO012_YEAST	Uncharacterized protein YOR012W	YOR012W OR26.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	137	
Q12352	reviewed	YD041_YEAST	Putative uncharacterized protein YDL041W	YDL041W D2717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117	membrane [GO:0016020]
Q12394	reviewed	YD152_YEAST	Putative uncharacterized protein YDL152W	YDL152W D1551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	membrane [GO:0016020]
Q12426	reviewed	YDR10_YEAST	Uncharacterized protein YDR010C	YDR010C PZE110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	
Q12444	reviewed	YO309_YEAST	Putative uncharacterized protein YOR309C	YOR309C 06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126	
Q12448	reviewed	YD034_YEAST	Putative uncharacterized protein YDL034W	YDL034W D2758	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	114	
Q12484	reviewed	YO343_YEAST	Uncharacterized protein YOR343C	YOR343C O6287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108	
Q12492	reviewed	YP064_YEAST	Uncharacterized protein YPR064W	YPR064W YP9499.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139	membrane [GO:0016020]
Q12496	reviewed	YO098_YEAST	Uncharacterized protein YOL098C	YOL098C HRF1037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1037	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]
Q12506	reviewed	YO314_YEAST	Uncharacterized protein YOR314W	YOR314W 06123	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	
Q12528	reviewed	YL111_YEAST	Uncharacterized protein YLR111W	YLR111W L2925 L9354.4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110	membrane [GO:0016020]
Q12531	reviewed	YP015_YEAST	Zinc finger protein YPR015C	YPR015C LPZ14c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	247	metal ion binding [GO:0046872]
Q12744	reviewed	YM094_YEAST	Putative uncharacterized protein YML094C-A	YML094C-A YML095C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133	
Q2V2P0	reviewed	YP145_YEAST	Uncharacterized protein YPR145C-A	YPR145C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78	
Q2V2P1	reviewed	YL146_YEAST	Coiled-coil domain-containing protein YLR146W-A	YLR146W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	62	
Q2V2P6	reviewed	YG194_YEAST	Uncharacterized protein YGL194C-A	YGL194C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q2V2P7	reviewed	YD461_YEAST	Uncharacterized protein YDR461C-A	YDR461C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	
Q2V2Q0	reviewed	YD007_YEAST	Putative uncharacterized protein YDL007C-A	YDL007C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	85	
Q2V2Q3	reviewed	YB201_YEAST	Putative uncharacterized protein YBR201C-A	YBR201C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	67	
Q35811	reviewed	Q0092_YEAST	Putative uncharacterized protein Q0092, mitochondrial	Q0092 ORF5 ORI5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	46	mitochondrion [GO:0005739]
Q3E732	reviewed	YL264_YEAST	Putative uncharacterized protein YLR264C-A	YLR264C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	38	
Q3E735	reviewed	YO034_YEAST	Uncharacterized membrane protein YOR034C-A	YOR034C-A NOR002C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	80	membrane [GO:0016020]
Q3E736	reviewed	YO192_YEAST	Uncharacterized protein YOR192C-C	YOR192C-C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78	
Q3E737	reviewed	YJ047_YEAST	Uncharacterized protein YJL047C-A	YJL047C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	44	
Q3E739	reviewed	YI021_YEAST	Uncharacterized protein YIR021W-A	YIR021W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70	membrane [GO:0016020]
Q3E740	reviewed	YG258_YEAST	Uncharacterized protein YGL258W-A	YGL258W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	77	
Q3E741	reviewed	YA037_YEAST	Putative uncharacterized protein YAL037C-A	YAL037C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	30	
Q3E742	reviewed	YL412_YEAST	Uncharacterized protein YLR412C-A	YLR412C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68	
Q3E743	reviewed	YJ112_YEAST	Uncharacterized protein YJR112W-A	YJR112W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]
Q3E744	reviewed	YG161_YEAST	Uncharacterized protein YGR161W-C	YGR161W-C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	92	
