Entry,Gene Ontology (GO)
P40975,cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; plasma membrane [GO:0005886]; enzyme regulator activity [GO:0030234]; positive regulation of ATP-dependent activity [GO:0032781]
P40985,prospore membrane [GO:0005628]; TRAMP complex [GO:0031499]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; protein ubiquitination [GO:0016567]; RNA fragment catabolic process [GO:0000292]
P40986,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; cell cycle [GO:0007049]; cell division [GO:0051301]; DNA repair [GO:0006281]; GPI anchor biosynthetic process [GO:0006506]
P41057,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; cytoplasmic translation [GO:0002181]
P41058,cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; cytoplasmic translation [GO:0002181]
P41544,cytosol [GO:0005829]; Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; Golgi to endosome transport [GO:0006895]; Golgi to plasma membrane protein transport [GO:0043001]; protein localization to Golgi apparatus [GO:0034067]
P41698,cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; plasma membrane [GO:0005886]; cellular bud site selection [GO:0000282]; pseudohyphal growth [GO:0007124]
P41733,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; GPI-anchor transamidase complex [GO:0042765]; attachment of GPI anchor to protein [GO:0016255]; cell cycle [GO:0007049]; cell division [GO:0051301]; fungal-type cell wall organization [GO:0031505]
P41734,"hydrolase activity, acting on ester bonds [GO:0016788]; acetate metabolic process [GO:0006083]; lipid catabolic process [GO:0016042]"
P41806,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]
P41814,nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]; RNA binding [GO:0003723]; tRNA methylation [GO:0030488]
P41815,endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; mitochondrion [GO:0005739]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]
P41818,cytoplasm [GO:0005737]; nucleus [GO:0005634]; enzyme activator activity [GO:0008047]; protein phosphatase inhibitor activity [GO:0004864]; chromosome segregation [GO:0007059]; glycogen biosynthetic process [GO:0005978]; regulation of signal transduction [GO:0009966]
P41819,"90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity [GO:0052909]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; rRNA methylation [GO:0031167]; rRNA modification [GO:0000154]"
P41910,cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RNA polymerase III core binding [GO:0000994]; negative regulation of transcription by RNA polymerase III [GO:0016480]
P41912,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum palmitoyltransferase complex [GO:0031211]; protein palmitoylation [GO:0018345]; protein targeting to membrane [GO:0006612]
P41930,cell periphery [GO:0071944]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; sulfite transmembrane transporter activity [GO:0000319]; sulfite transport [GO:0000316]
P41940,cytoplasm [GO:0005737]; GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase (GTP) activity [GO:0004475]; cell cycle [GO:0007049]; cell wall mannoprotein biosynthetic process [GO:0000032]; GDP-mannose biosynthetic process [GO:0009298]; protein glycosylation [GO:0006486]
P42826,cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; xylulokinase activity [GO:0004856]; D-xylose metabolic process [GO:0042732]; phosphorylation [GO:0016310]; xylulose catabolic process [GO:0005998]; xylulose metabolic process [GO:0005997]
P42833,cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; galactose transmembrane transporter activity [GO:0005354]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]
P42841,"mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleus [GO:0005634]; mRNA polyadenylation [GO:0006378]; mRNA processing [GO:0006397]; termination of RNA polymerase II transcription, poly(A)-coupled [GO:0030846]"
P42843,cytoplasm [GO:0005737]; SCF ubiquitin ligase complex [GO:0019005]; protein-macromolecule adaptor activity [GO:0030674]; protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; regulation of sulfur amino acid metabolic process [GO:0031335]
P42846,"90S preribosome [GO:0030686]; nucleolus [GO:0005730]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]"
P42847,mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; structural constituent of ribosome [GO:0003735]; mitochondrial translation [GO:0032543]; translation [GO:0006412]
P42900,membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial translation [GO:0032543]
P42934,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]
P42937,cytoplasm [GO:0005737]; nucleus [GO:0005634]; phosphatase activity [GO:0016791]; protein tyrosine phosphatase activity [GO:0004725]; thiosulfate sulfurtransferase activity [GO:0004792]; dephosphorylation [GO:0016311]
P42938,cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; phosphorylation [GO:0016310]
P42944,"nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; maintenance of protein location in nucleus [GO:0051457]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrogen catabolite repression of transcription [GO:0090295]; positive regulation of transcription by RNA polymerase II [GO:0045944]"
P42950,"nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; cellular response to starvation [GO:0009267]; regulation of transcription by RNA polymerase II [GO:0006357]; sporulation resulting in formation of a cellular spore [GO:0030435]"
P43124,"chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]; chromatin looping [GO:0140588]; DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; protein sumoylation [GO:0016925]; regulation of telomere maintenance [GO:0032204]"
P43544,cytosol [GO:0005829]; glutaminase complex [GO:1903600]; glutaminase activity [GO:0004359]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; glutamine metabolic process [GO:0006541]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine metabolic process [GO:0008614]
P43545,amine-lyase activity [GO:0016843]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; amino acid metabolic process [GO:0006520]; pyridoxal phosphate biosynthetic process [GO:0042823]; pyridoxine biosynthetic process [GO:0008615]; thiamine biosynthetic process [GO:0009228]
P43549,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; glycerol channel activity [GO:0015254]; water channel activity [GO:0015250]; glycerol transmembrane transport [GO:0015793]; transmembrane transport [GO:0055085]; water transport [GO:0006833]
P43550,cytosol [GO:0005829]; ATP binding [GO:0005524]; glycerone kinase activity [GO:0004371]; triokinase activity [GO:0050354]; anaerobic glycerol catabolic process [GO:0019588]; glycerol catabolic process [GO:0019563]; glycerol to glycerone phosphate metabolic process [GO:0061610]; phosphorylation [GO:0016310]
P43551,"nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]; positive regulation of transcription by RNA polymerase II [GO:0045944]"
P43553,cell periphery [GO:0071944]; plasma membrane [GO:0005886]; inorganic cation transmembrane transporter activity [GO:0022890]; magnesium ion transmembrane transporter activity [GO:0015095]; intracellular magnesium ion homeostasis [GO:0010961]; magnesium ion transport [GO:0015693]; monoatomic cation transport [GO:0006812]; transmembrane transport [GO:0055085]
P43554,chromatin [GO:0000785]; cytosol [GO:0005829]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514]; chromatin DNA binding [GO:0031490]; chromatin remodeling [GO:0006338]; regulation of transcription by RNA polymerase II [GO:0006357]
P43556,cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; division septum [GO:0000935]; plasma membrane [GO:0005886]; GTPase activator activity [GO:0005096]; cytoskeleton organization [GO:0007010]; small GTPase mediated signal transduction [GO:0007264]
P43560,cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; mitochondria-associated endoplasmic reticulum membrane [GO:0044233]; mitochondrion [GO:0005739]; nucleus-vacuole junction [GO:0071561]; plasma membrane [GO:0005886]; sterol binding [GO:0032934]; sterol transfer activity [GO:0120015]; intracellular sterol transport [GO:0032366]
P43568,cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin-dependent protein kinase activating kinase activity [GO:0019912]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; G2/M transition of mitotic cell cycle [GO:0000086]; meiotic cell cycle [GO:0051321]; negative regulation of transcription initiation by RNA polymerase II [GO:0060633]; phosphorylation [GO:0016310]; regulation of mitotic cell cycle [GO:0007346]
P43569,CCR4-NOT complex [GO:0030014]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; regulation of transcription by RNA polymerase II [GO:0006357]
P43574,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nitrogen catabolite activation of transcription [GO:0090294]; nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]; positive regulation of transcription by RNA polymerase II [GO:0045944]"
P43577,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; glucosamine 6-phosphate N-acetyltransferase activity [GO:0004343]; monosaccharide binding [GO:0048029]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]
P43579,cytosol [GO:0005829]; Ino80 complex [GO:0031011]; nucleus [GO:0005634]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; regulation of DNA-templated transcription [GO:0006355]
P43581,cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; carbohydrate:proton symporter activity [GO:0005351]; fructose transmembrane transporter activity [GO:0005353]; galactose transmembrane transporter activity [GO:0005354]; glucose transmembrane transporter activity [GO:0005355]; mannose transmembrane transporter activity [GO:0015578]; carbohydrate transport [GO:0008643]; hexose transmembrane transport [GO:0008645]
P43582,cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; apoptotic process [GO:0006915]
P43589,"nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; cysteine-type deubiquitinase activity [GO:0004843]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]"
P43591,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; kinase activity [GO:0016301]; phosphorylation [GO:0016310]
P43596,Isw1 complex [GO:0016587]; Isw1a complex [GO:0036436]; chromatin remodeling [GO:0006338]; regulation of DNA-templated transcription [GO:0006355]; sister chromatid cohesion [GO:0007062]
P43602,cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; protein-macromolecule adaptor activity [GO:0030674]; ubiquitin protein ligase binding [GO:0031625]; cellular response to pheromone [GO:0071444]; positive regulation of receptor internalization [GO:0002092]; ubiquitin-dependent endocytosis [GO:0070086]
P43606,plasma membrane [GO:0005886]; response to amino acid [GO:0043200]
P43610,"nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; mitotic recombination [GO:0006312]; regulation of DNA methylation [GO:0044030]"
P43612,cytosol [GO:0005829]; nucleus [GO:0005634]; protein serine/threonine phosphatase complex [GO:0008287]; protein phosphatase binding [GO:0019903]; protein phosphatase regulator activity [GO:0019888]; G1/S transition of mitotic cell cycle [GO:0000082]
